timestamp,building_id,floor,room,zone,equipment_id,temperature_c,pressure_bar,vibration_mm_s,power_kw,humidity_pct
2026-04-14 12:54:57.806065,B1,5,ServerRoom,East,HVAC_2,22.48463284285657,2.2197998263012217,1.2741194507453866,19.551349393829675,60.095633425679225
2026-04-14 12:59:57.806065,B2,2,201,South,PUMP_1,22.206615414436982,2.2607486182370455,1.3669573965799173,14.879572765016562,42.6664323430311
2026-04-14 13:04:57.806065,B2,3,202,North,HVAC_1,22.834664282419038,2.393018226747354,1.2938324527427283,15.559201247589684,45.01537904121782
2026-04-14 13:09:57.806065,B1,5,MechanicalRoom,South,PUMP_1,22.326402555715454,2.6497611985706637,1.2569510453585384,12.486374767866902,47.05878479850343
2026-04-14 13:14:57.806065,B2,2,ServerRoom,North,HVAC_2,20.434054765022683,2.5335332777821424,1.2596430104521772,17.204758107422567,41.7886141903047
2026-04-14 13:19:57.806065,B1,1,102,South,PUMP_1,18.794261097248423,2.6648032293880886,1.4041819038704477,14.902821832737253,43.543140891171944
2026-04-14 13:24:57.806065,B2,2,MechanicalRoom,East,PUMP_1,19.932625306813545,3.1237855290608447,1.0088730495488059,16.724902923139304,38.686355068959806
2026-04-14 13:29:57.806065,B2,5,ServerRoom,East,PUMP_1,23.608878983165067,2.5507783832225397,1.0959416923702792,19.25909814050536,41.38460114482569
2026-04-14 13:34:57.806065,B2,2,ServerRoom,North,PUMP_1,20.9713933520252,2.574233437445419,1.5430016251310819,21.08929702666091,45.06712139525005
2026-04-14 13:39:57.806065,B2,2,201,West,PUMP_1,20.06790038101528,2.3964409765609203,0.8187900870982658,17.939101035657615,34.89513433254785
2026-04-14 13:44:57.806065,B1,3,102,West,HVAC_2,23.10332718916784,2.519424185964643,1.0637813547663026,17.460558720520734,45.51936187351682
2026-04-14 13:49:57.806065,B2,3,101,South,HVAC_2,24.22105617544047,2.5272689090612013,1.3109572779141618,16.01857095907727,45.28691026406468
2026-04-14 13:54:57.806065,B1,5,101,South,PUMP_1,17.886254789929183,2.174171074613235,1.2870849654132104,22.30008337987864,44.61714111810304
2026-04-14 13:59:57.806065,B2,1,MechanicalRoom,North,PUMP_1,22.448495338759013,2.331207444484101,1.503931947572696,18.826895784672576,46.02670254231216
2026-04-14 14:04:57.806065,B1,5,101,South,HVAC_2,22.658352366386264,1.7053306851993688,1.0989249964683876,22.7630591924451,47.58870836416392
2026-04-14 14:09:57.806065,B1,1,201,North,PUMP_1,19.05315617311623,2.159336198421596,1.124542052542968,21.144365138454262,31.19650153547874
2026-04-14 14:14:57.806065,B2,3,102,North,PUMP_1,20.104958164299795,2.7693565360307066,1.6592871705894754,19.180417741970818,31.22175829652752
2026-04-14 14:19:57.806065,B1,5,102,North,PUMP_1,21.439060348667716,2.3772122432111025,1.1632407742459128,18.64305793169128,32.32057346795377
2026-04-14 14:24:57.806065,B2,2,101,West,HVAC_1,20.339519538983424,1.952471306627186,1.5891593169690899,18.278667354424545,59.59983559231701
2026-04-14 14:29:57.806065,B1,1,MechanicalRoom,West,PUMP_1,20.23468451519762,2.8063374373862047,1.278543434267527,18.806354299177354,30.10126297071026
2026-04-14 14:34:57.806065,B1,2,MechanicalRoom,East,HVAC_1,23.914350176019383,2.3363130385584805,1.12291158675016,20.635755344618666,40.78535597135621
2026-04-14 14:39:57.806065,B1,3,ServerRoom,South,HVAC_1,23.077162426699775,2.3820534520581575,1.4168328013439888,16.170323723521662,29.7957461383861
2026-04-14 14:44:57.806065,B2,5,102,East,PUMP_1,20.699043230779267,2.1543755538199023,1.2791477785896912,13.911314154039058,44.44662399823962
2026-04-14 14:49:57.806065,B2,2,MechanicalRoom,West,PUMP_1,22.617332872381034,1.9777207326156634,1.2537262262946598,16.888892194302915,45.15645745599142
2026-04-14 14:54:57.806065,B2,5,ServerRoom,South,HVAC_2,23.291480784746355,2.6540879062476597,1.1955375192812276,15.258636248809323,45.54464107771338
2026-04-14 14:59:57.806065,B1,4,101,North,HVAC_1,24.390568167280914,2.121155150060418,1.1176031986360655,20.088154018974944,26.079090789030268
2026-04-14 15:04:57.806065,B1,4,201,West,HVAC_2,19.294374103760827,2.203188468230937,1.3197699084353698,15.237810037634143,39.01614865869116
2026-04-14 15:09:57.806065,B1,1,MechanicalRoom,North,PUMP_1,22.53502739475216,2.3417300520839666,0.932473705716726,20.553385479766817,47.5255784490716
2026-04-14 15:14:57.806065,B2,2,201,East,PUMP_1,22.618802789539224,2.134892589675016,1.1591963797539586,12.547705840633377,40.20974980183178
2026-04-14 15:19:57.806065,B1,1,102,West,HVAC_2,23.935570158854002,2.4509098873115662,1.18301701713409,18.385692814727285,38.072470526376236
2026-04-14 15:24:57.806065,B2,1,ServerRoom,North,HVAC_2,22.338347889070693,2.3065115089067905,1.2761633080029273,20.66743361456777,50.728834820790986
2026-04-14 15:29:57.806065,B2,2,102,North,PUMP_1,22.418791535697757,2.6823401882150524,1.1386687770352277,15.737908788372502,48.801890590519626
2026-04-14 15:34:57.806065,B1,5,202,West,PUMP_1,24.119975099517927,3.065560174929294,1.3565147355534102,22.81688254624177,36.3107062562553
2026-04-14 15:39:57.806065,B1,2,ServerRoom,West,HVAC_1,18.09547026894669,2.2341411524623633,1.0798631444335551,17.766838512898364,33.006478405918756
2026-04-14 15:44:57.806065,B2,4,ServerRoom,East,HVAC_2,19.711759042552053,2.286600626773625,1.4134329611568113,21.20611425876692,38.36440737222591
2026-04-14 15:49:57.806065,B2,5,202,West,HVAC_1,25.734595751023374,2.5701328662276723,1.0308770284757256,19.07028763947691,27.066506982120213
2026-04-14 15:54:57.806065,B2,1,MechanicalRoom,East,PUMP_1,21.233635811649258,2.36568336410849,1.0455884377943596,23.448492650172494,52.20122044046336
2026-04-14 15:59:57.806065,B1,1,101,East,HVAC_1,18.85151265923409,2.687060336294541,1.3500518438841866,17.33238902921922,51.48476971579556
2026-04-14 16:04:57.806065,B1,4,101,East,HVAC_1,22.102208700777737,3.1875212444378036,1.1080933575448284,20.2305850326462,37.695859071954914
2026-04-14 16:09:57.806065,B1,2,ServerRoom,East,PUMP_1,19.80399175484376,1.9723236840397849,0.9128511396672426,17.396314524394963,55.99008801108575
2026-04-14 16:14:57.806065,B2,2,101,South,HVAC_2,19.292474172943905,2.6340819183645285,1.6792515983236482,17.40725458820532,47.09528878489342
2026-04-14 16:19:57.806065,B1,1,202,North,PUMP_1,24.38165086787631,2.476453972244228,1.008716288101352,14.579309091627547,53.92745269415862
2026-04-14 16:24:57.806065,B1,3,ServerRoom,West,HVAC_2,23.672022351158684,2.962144306437402,1.5138165720716152,16.495620294050177,45.76426272370579
2026-04-14 16:29:57.806065,B2,4,102,West,PUMP_1,21.16566296683239,3.3050501533997765,1.0331782480409757,19.163282264266414,35.17663736915255
2026-04-14 16:34:57.806065,B1,4,MechanicalRoom,West,HVAC_2,23.306176602155173,2.417933999791682,1.441447597927767,18.29237698751857,35.208359302504235
2026-04-14 16:39:57.806065,B1,2,202,North,HVAC_2,20.3570530209862,2.707684086195478,1.3162927789311087,21.997997719248325,50.4279811824614
2026-04-14 16:44:57.806065,B2,2,ServerRoom,East,PUMP_1,24.108532455872677,3.008067695329825,1.1591168418367042,19.50105170435446,45.34702124050489
2026-04-14 16:49:57.806065,B1,5,ServerRoom,East,HVAC_1,21.01561841285734,2.5149769842309113,1.3099534206935985,16.331354696973527,64.47968962469211
2026-04-14 16:54:57.806065,B1,3,ServerRoom,South,PUMP_1,23.511848887856203,2.3333203453539983,1.4071682644900845,18.228201330530176,40.54883627597546
2026-04-14 16:59:57.806065,B2,5,ServerRoom,West,HVAC_1,20.873835798299872,3.0900801875504116,1.043373047181829,14.626637088773009,43.44971254299036
2026-04-14 17:04:57.806065,B1,2,102,North,HVAC_2,20.86751026996631,2.5413031612709194,1.3932706938338217,15.928478996561559,35.73827051037771
2026-04-14 17:09:57.806065,B1,3,202,West,HVAC_1,21.585037686314998,2.876249247424773,1.2141557609488571,12.588920413863466,33.59209946636368
2026-04-14 17:14:57.806065,B2,4,MechanicalRoom,North,PUMP_1,25.687428765452573,2.2245184671818206,1.0098573658547059,18.33667309620151,40.70678942749947
2026-04-14 17:19:57.806065,B2,3,202,West,PUMP_1,25.050855064779146,2.502986855423341,1.157673556953594,23.203179151171124,36.39179369550539
2026-04-14 17:24:57.806065,B1,4,201,West,PUMP_1,21.76066886712507,2.677778271113245,1.3035177330707142,16.09730116952115,57.995172328536285
2026-04-14 17:29:57.806065,B1,1,201,South,PUMP_1,19.836220318690508,2.0755693325232594,1.2770282709087912,14.953564931075551,44.61291784452998
2026-04-14 17:34:57.806065,B1,4,202,West,HVAC_2,18.69121594415261,2.37617907983727,1.3716554234583154,15.752177466665845,50.75886381638349
2026-04-14 17:39:57.806065,B2,1,MechanicalRoom,North,HVAC_2,20.602426908004595,2.3176282947046327,1.373014509676998,13.37845507776497,50.66739380390707
2026-04-14 17:44:57.806065,B1,1,MechanicalRoom,East,HVAC_1,23.923171407946498,2.163316400078745,1.5404062253444684,14.068683689218783,39.8941766507931
2026-04-14 17:49:57.806065,B1,4,101,South,HVAC_1,20.704468481390442,3.0298782491761207,1.0921758000252224,15.617593846461169,37.448854268615236
2026-04-14 17:54:57.806065,B1,1,202,East,HVAC_2,21.755512935557135,2.5027246680553,1.38591260635737,16.184962751132453,41.67357494857478
2026-04-14 17:59:57.806065,B1,2,101,North,PUMP_1,18.716721940490324,2.5109854901289053,1.0620198676254693,15.558258546941012,59.09817329999122
2026-04-14 18:04:57.806065,B2,4,102,North,PUMP_1,22.090175152723816,2.453749428835168,1.086375485502404,15.55023585573135,38.172084798090516
2026-04-14 18:09:57.806065,B1,2,ServerRoom,East,PUMP_1,20.350115541415192,2.010663538162422,1.0197923436192433,19.315908777130645,44.56013779044953
2026-04-14 18:14:57.806065,B2,1,102,West,HVAC_1,19.74337848974073,2.537310341176586,1.6219990180142312,20.73191077559128,45.62077039577758
2026-04-14 18:19:57.806065,B1,2,201,North,HVAC_2,21.81212284440431,2.2800768713594968,1.3032608352948007,20.12610877071007,52.277141561884385
2026-04-14 18:24:57.806065,B2,5,ServerRoom,East,HVAC_2,23.230569254498036,2.485972482905695,1.0885441218675356,16.879415184077406,32.16484295369863
2026-04-14 18:29:57.806065,B1,2,102,South,HVAC_2,20.53559239852951,2.717744200528532,1.2776809788432644,16.202367173057258,27.842966947214105
2026-04-14 18:34:57.806065,B1,1,101,South,HVAC_1,24.80730632571093,2.8361632144581796,1.4202101084383716,16.21180195800406,53.37682351296138
2026-04-14 18:39:57.806065,B2,4,101,East,PUMP_1,24.760365927473433,2.498756586826646,1.2685878082532467,18.02096710826268,43.10736588030488
2026-04-14 18:44:57.806065,B2,3,MechanicalRoom,South,HVAC_1,18.588859931986438,2.519380970487604,1.33373233791688,16.939447796170104,41.46828288258198
2026-04-14 18:49:57.806065,B2,3,101,North,HVAC_1,23.59883677877969,2.060488487917021,1.1254188077411849,10.98519487753438,54.643630629797485
2026-04-14 18:54:57.806065,B2,5,102,North,HVAC_2,24.690990527536798,2.0576544852736434,1.2961297139508112,20.22676176820058,47.51384728908158
2026-04-14 18:59:57.806065,B2,3,102,South,HVAC_2,22.912215070715042,2.3407461854001466,1.4198804911789087,19.61519219821807,48.856464242147034
2026-04-14 19:04:57.806065,B1,1,101,East,PUMP_1,22.986740258059605,2.009467794851987,1.1533022259504737,14.252413633630557,57.34657319475608
2026-04-14 19:09:57.806065,B1,1,201,East,PUMP_1,22.788342987980137,2.4931380784293142,1.0356534911900328,17.894800724341245,39.603315642150385
2026-04-14 19:14:57.806065,B1,2,101,North,HVAC_2,24.052938647196147,3.0199284383860165,1.277164153317835,21.6555538654116,44.71833778452708
2026-04-14 19:19:57.806065,B1,1,202,West,HVAC_2,23.29211161322782,2.5009138130287276,0.973777818747156,15.83458471351886,40.86566194886465
2026-04-14 19:24:57.806065,B1,2,102,East,PUMP_1,27.929273633605785,3.385477546316775,1.2123964634706639,16.859515031468852,33.421192460423086
2026-04-14 19:29:57.806065,B2,2,MechanicalRoom,East,HVAC_2,23.148286965411017,2.1261939329826602,1.4383569672530716,19.793444316366305,54.3895581082967
2026-04-14 19:34:57.806065,B2,1,102,South,HVAC_2,20.545038621235605,1.916686027272008,0.9680652539125637,20.74893530445292,41.95077158612333
2026-04-14 19:39:57.806065,B1,1,101,South,HVAC_2,21.946827807861794,3.2086443316831224,0.8354331814474514,14.744985587381041,61.38440033558697
2026-04-14 19:44:57.806065,B1,3,101,West,HVAC_2,17.468181538160977,2.5792729531430894,1.345288879074049,19.549032369419045,42.92274599953263
2026-04-14 19:49:57.806065,B1,1,101,South,PUMP_1,20.199229080977986,2.5169535009023765,1.2651347840600387,17.931586992275662,47.49678303053945
2026-04-14 19:54:57.806065,B2,3,102,West,HVAC_1,23.73706328663728,2.5907671650172537,1.2879607940248758,15.22486297516002,57.770073836854145
2026-04-14 19:59:57.806065,B1,4,102,North,HVAC_1,25.11169508040657,2.4397966450636748,0.8944797482962943,15.451093110281226,47.1604341398089
2026-04-14 20:04:57.806065,B2,2,MechanicalRoom,South,HVAC_2,20.974122877109973,2.5179325555029552,1.2049243442674973,15.414941632002156,40.138097678984856
2026-04-14 20:09:57.806065,B2,4,ServerRoom,West,HVAC_1,22.74299466350407,2.3843504120358707,1.0567502066803192,20.070500964994572,49.60383056511543
2026-04-14 20:14:57.806065,B1,5,202,East,HVAC_2,22.96981355215855,2.2508418073919905,1.4327513765393194,20.834985250263262,46.88698372173505
2026-04-14 20:19:57.806065,B1,3,202,North,HVAC_1,19.54624360318256,2.4053576734186275,0.7485902135838969,16.131774732117172,53.81167974575462
2026-04-14 20:24:57.806065,B1,3,202,North,PUMP_1,24.47090321688239,2.419305418053827,1.3176109775550555,18.732034026826327,54.51277227542716
2026-04-14 20:29:57.806065,B1,5,102,West,HVAC_2,24.04285257176101,2.519199562279199,1.2395818365386964,21.968811462831972,51.14850503328633
2026-04-14 20:34:57.806065,B2,5,ServerRoom,West,PUMP_1,20.543325933623827,2.7971928620878934,1.434570659417898,18.12713104061273,52.8616164823758
2026-04-14 20:39:57.806065,B2,3,MechanicalRoom,East,PUMP_1,20.110198059527914,2.6767113753618634,0.830249172279709,22.774849319544728,47.29286388958925
2026-04-14 20:44:57.806065,B2,5,ServerRoom,South,PUMP_1,18.304151324499056,2.467418224960094,1.439509325912279,23.307417286562206,53.35097294198693
2026-04-14 20:49:57.806065,B1,1,ServerRoom,North,HVAC_2,20.734549522339638,2.4376346296453506,1.318097692381128,19.86368345511889,51.074289255725
2026-04-14 20:54:57.806065,B2,5,201,South,PUMP_1,24.38204479087707,2.198086757266867,1.104895637159343,20.03960703073256,51.91904691761816
2026-04-14 20:59:57.806065,B2,3,201,South,PUMP_1,24.421324285041994,3.3779821840190922,1.2091414594340204,16.414889399318486,40.00393137427394
2026-04-14 21:04:57.806065,B2,5,MechanicalRoom,West,HVAC_1,23.53452655466075,2.044837461484693,0.9907375710535771,19.12854358432328,48.37697464697958
2026-04-14 21:09:57.806065,B1,3,MechanicalRoom,South,HVAC_1,22.79834143099366,1.9699811190154999,1.157309628133746,15.974969027004137,32.529389527466925
2026-04-14 21:14:57.806065,B1,5,201,East,PUMP_1,22.06674082811055,2.6971281703233787,1.0104962076863613,18.612873049973558,51.80566783362002
2026-04-14 21:19:57.806065,B1,4,101,West,HVAC_1,21.947123360996954,2.3089101915577275,1.673442761252691,22.76881614513218,56.09220759627973
2026-04-14 21:24:57.806065,B2,3,201,West,HVAC_1,18.67186181902373,2.397192351195586,1.3791327198404721,22.62980096183791,46.15981951500054
2026-04-14 21:29:57.806065,B1,5,MechanicalRoom,West,HVAC_1,19.48005190553383,2.5886000295466265,0.967572793107736,19.830944572626446,43.89111626587969
2026-04-14 21:34:57.806065,B2,5,102,West,HVAC_2,27.91169928775287,2.6542585460761194,1.1758416902887463,21.170619113574183,22.77500163548681
2026-04-14 21:39:57.806065,B2,1,MechanicalRoom,East,PUMP_1,22.928683303920717,2.1724084459438435,1.467313255945804,13.95441209137448,42.62918860109079
2026-04-14 21:44:57.806065,B2,5,102,South,PUMP_1,23.146247943075135,2.547474440898447,1.054079286270247,12.614267360264414,40.6489697926576
2026-04-14 21:49:57.806065,B1,5,MechanicalRoom,West,PUMP_1,21.352318225873734,2.587744966402412,1.1462489326236973,17.98217025344891,51.90009109009872
2026-04-14 21:54:57.806065,B1,1,201,North,PUMP_1,23.975778299427795,2.584269023467093,1.2314276668833037,24.587637031916994,39.99449403508242
2026-04-14 21:59:57.806065,B1,4,101,East,PUMP_1,22.08066193345526,2.6152739487036265,1.3351399407028897,19.869997518747972,49.16114878411882
2026-04-14 22:04:57.806065,B1,5,MechanicalRoom,West,HVAC_2,21.89008252718767,2.555045323964113,1.2481052465192743,21.307185355616646,46.66909149460525
2026-04-14 22:09:57.806065,B1,2,202,North,PUMP_1,23.162848008486602,2.435810828910242,1.2767951731729834,16.822192102508165,33.74921937073001
2026-04-14 22:14:57.806065,B2,1,202,East,HVAC_1,18.339010738121452,2.7956988208207525,0.9507988592377624,15.779800688271106,42.32518112929466
2026-04-14 22:19:57.806065,B1,3,MechanicalRoom,West,PUMP_1,24.80028063566675,1.9011702733898592,1.283980224661159,22.88813913775186,54.98541056823678
2026-04-14 22:24:57.806065,B1,5,202,East,PUMP_1,17.69192349359489,2.9372262371446425,1.2951564800870639,22.014342478612296,52.20003687573586
2026-04-14 22:29:57.806065,B1,1,ServerRoom,West,PUMP_1,22.167410973501667,2.165713898969961,1.2552005959357766,18.322501597331158,47.4515808215079
2026-04-14 22:34:57.806065,B2,1,102,East,HVAC_2,22.442640521003288,2.9562116478087512,0.9845503844474771,18.67951556008383,43.1104944524675
2026-04-14 22:39:57.806065,B1,2,202,East,HVAC_2,19.306003417624044,2.081804365074131,1.375808106275526,19.23170494170284,64.23821497592905
2026-04-14 22:44:57.806065,B2,1,MechanicalRoom,East,HVAC_2,19.6643343733425,2.275498136321672,1.2981132472567507,24.88094402666064,46.51977962625757
2026-04-14 22:49:57.806065,B1,5,MechanicalRoom,North,HVAC_2,19.6674396156304,2.4770034379840795,0.9951563941615076,17.098139973646905,41.408510243755096
2026-04-14 22:54:57.806065,B2,1,101,North,PUMP_1,19.335532691899118,2.6182654549535767,1.1631695569460592,16.548607639901647,31.374467301975983
2026-04-14 22:59:57.806065,B2,3,202,West,PUMP_1,24.294200729596994,2.2090921429976103,1.3839005991492677,23.115616440867797,35.378601133441
2026-04-14 23:04:57.806065,B1,1,201,South,HVAC_1,22.913035431661918,3.254928106079553,0.8296248513283919,15.101741366395347,45.480994266259906
2026-04-14 23:09:57.806065,B2,1,201,South,PUMP_1,20.349221804038976,2.8514671726672924,0.8582990162589597,16.742790513329712,41.286755869089255
2026-04-14 23:14:57.806065,B1,4,MechanicalRoom,West,PUMP_1,18.799445410196984,2.6189167072523043,1.1386224016192936,21.128531533924086,51.42240379103265
2026-04-14 23:19:57.806065,B1,2,101,East,HVAC_2,23.817560590815177,2.4615371401398307,1.1944390327303769,17.487101756959937,47.899063813719515
2026-04-14 23:24:57.806065,B2,3,ServerRoom,South,PUMP_1,20.546118550179777,3.0943641924192247,0.9681425098811095,14.42263346598737,48.29812759410126
2026-04-14 23:29:57.806065,B1,1,MechanicalRoom,South,HVAC_1,23.44891491908292,2.664966711394976,1.1415031716264625,17.33698116456545,41.918329990366715
2026-04-14 23:34:57.806065,B2,1,MechanicalRoom,South,HVAC_1,21.56923987876255,2.5530254307391185,1.1145819252683766,21.00545027018943,49.123071265525546
2026-04-14 23:39:57.806065,B1,2,202,North,HVAC_1,24.680100546784423,2.5867079404948683,1.2915255756477213,14.732521834602688,42.21466178238611
2026-04-14 23:44:57.806065,B2,1,202,East,HVAC_1,23.41572102341589,2.518610832350511,1.4937026485917677,12.48558192827821,48.80320049963198
2026-04-14 23:49:57.806065,B2,4,ServerRoom,West,HVAC_1,22.327565001130083,2.763866175991877,1.2070154560004374,24.66559068028415,36.73437686007536
2026-04-14 23:54:57.806065,B2,1,102,South,PUMP_1,21.811986752642493,2.8152599110479595,1.2515447729823694,19.197512561827576,45.19813635848667
2026-04-14 23:59:57.806065,B2,1,MechanicalRoom,North,HVAC_2,22.15901308002924,2.5407748512174377,1.281584688790057,17.473337415346265,62.035696849482775
2026-04-15 00:04:57.806065,B2,1,102,West,HVAC_1,20.687351512438884,2.605547357271028,1.1782733067669116,18.71505803643726,51.69407710667342
2026-04-15 00:09:57.806065,B2,3,MechanicalRoom,North,HVAC_1,21.369981337611165,2.0759667782000375,1.6391825468197356,15.699689470743252,35.88663438780365
2026-04-15 00:14:57.806065,B1,1,201,West,HVAC_2,22.706574891618335,2.138455207691372,1.2991563353938316,16.880559753600714,38.20774148690658
2026-04-15 00:19:57.806065,B2,3,102,North,HVAC_2,21.91391834327488,1.7638911749198964,0.8599403652763536,17.69082719717337,45.135224034043894
2026-04-15 00:24:57.806065,B2,1,101,North,PUMP_1,23.964678518056214,2.4681356091833786,1.1982907383353467,21.936603683106036,49.619036738871564
2026-04-15 00:29:57.806065,B2,3,202,North,HVAC_2,23.95349411066344,2.542748400732251,1.2773192149006498,22.792953513133675,52.05406068303789
2026-04-15 00:34:57.806065,B2,1,ServerRoom,North,PUMP_1,17.816302917125032,2.645077553045747,1.34359240365604,17.971242548704,46.99998300536709
2026-04-15 00:39:57.806065,B1,2,201,South,HVAC_2,21.312863797907394,2.2476228354520056,1.2052138882544081,22.502658446887487,40.49700764313404
2026-04-15 00:44:57.806065,B2,1,MechanicalRoom,West,HVAC_1,22.793315181363457,2.5628195993044267,1.1707038079612084,18.96405783539923,53.66455604971341
2026-04-15 00:49:57.806065,B1,1,ServerRoom,North,HVAC_1,21.13581687715933,2.514360272078587,1.1590498939206326,16.170630619968854,51.88492373228681
2026-04-15 00:54:57.806065,B2,2,MechanicalRoom,North,HVAC_1,21.540975587967242,2.4215596751464683,1.4080724498128137,17.995765140217337,53.93520743615396
2026-04-15 00:59:57.806065,B1,3,101,West,PUMP_1,18.615856593523777,2.861146216876582,0.8463700117951638,16.765783720687807,41.0873340999277
2026-04-15 01:04:57.806065,B2,2,ServerRoom,North,HVAC_2,23.519215892019666,1.957122365852189,1.377541880646889,14.559833339523127,55.38307476757462
2026-04-15 01:09:57.806065,B1,4,101,North,PUMP_1,19.305405047104244,2.557378665489888,1.1888480871573228,18.614007947032924,36.8018130417535
2026-04-15 01:14:57.806065,B2,3,201,South,HVAC_2,20.287310642025833,2.2735232060926474,1.1140646558084857,19.41891472574956,46.84485229323414
2026-04-15 01:19:57.806065,B1,1,102,North,HVAC_2,21.455822657663212,2.078998343846396,1.0196585823380386,21.011020933987577,42.398015156836735
2026-04-15 01:24:57.806065,B2,2,102,North,HVAC_1,19.63754424432135,2.425009886414057,1.0737515050216138,15.379319679271251,28.928068277913944
2026-04-15 01:29:57.806065,B2,2,202,North,PUMP_1,22.26986373093588,2.0204643378551173,1.323695338881158,21.62909279602129,47.67473914358305
2026-04-15 01:34:57.806065,B1,4,101,East,HVAC_2,22.44916948136672,2.3869983913651316,1.0602748597198726,7.007135502399144,37.919808684702275
2026-04-15 01:39:57.806065,B2,1,102,North,HVAC_2,18.500772244423125,2.5253544187257386,1.1248108191388861,15.387105041391115,34.42914444647153
2026-04-15 01:44:57.806065,B2,1,102,North,HVAC_2,23.862008023728727,1.8530390275712736,1.0356197110774115,18.641999107926384,45.39491037350345
2026-04-15 01:49:57.806065,B1,3,102,North,PUMP_1,20.520787878620343,1.9793992530545261,1.1734001697280396,19.21317877830337,35.03644516986192
2026-04-15 01:54:57.806065,B1,2,102,East,HVAC_2,21.718847071998304,2.972750529667791,1.3177959531230603,16.762324449744902,40.78150594172211
2026-04-15 01:59:57.806065,B1,1,101,North,HVAC_1,22.411448151888184,2.1813299498126417,1.1848244108147301,17.306083459549633,42.72246285214371
2026-04-15 02:04:57.806065,B2,2,MechanicalRoom,East,PUMP_1,22.261626058704277,2.821079767133034,1.1317391772943548,16.332709533211627,37.595480145725666
2026-04-15 02:09:57.806065,B2,2,MechanicalRoom,North,HVAC_2,20.619059557641123,2.5204047753935126,1.1661863834097064,20.91841779461903,48.90615728963492
2026-04-15 02:14:57.806065,B1,1,ServerRoom,West,PUMP_1,22.205587446756688,2.5679438571754387,1.2302088206562416,16.922576527181395,54.055605365448585
2026-04-15 02:19:57.806065,B2,1,ServerRoom,West,HVAC_2,17.471928948233845,2.7420290846135384,1.3652682323197154,22.56596774188695,34.252261365681676
2026-04-15 02:24:57.806065,B1,1,ServerRoom,West,HVAC_2,23.5515047482372,2.5373036755649134,1.5435150110938034,18.457054988161676,33.6058522028544
2026-04-15 02:29:57.806065,B1,5,201,South,HVAC_2,17.038876282833638,2.6999019323478444,1.4173508107204897,20.29287181838537,41.45112131135791
2026-04-15 02:34:57.806065,B2,5,ServerRoom,West,HVAC_2,20.79505128308075,2.4893698849578594,0.9009606232722229,22.00825306513861,51.0644352465573
2026-04-15 02:39:57.806065,B2,5,MechanicalRoom,West,HVAC_2,22.336041893379257,1.9363032600430397,1.0058125598102343,19.12976658071708,39.34055642353217
2026-04-15 02:44:57.806065,B2,4,202,North,HVAC_2,24.561507857172572,2.6064839229724575,1.3147222168534674,19.483893939038452,33.938418060496176
2026-04-15 02:49:57.806065,B1,5,201,South,PUMP_1,23.9032454444866,2.5975685073550516,1.2717289971384613,20.512420293203988,54.156821055725764
2026-04-15 02:54:57.806065,B1,4,ServerRoom,North,HVAC_2,18.77942134198187,2.3650426991493414,0.9068814285791142,22.620796570705398,36.97476806456957
