timestamp,building_id,floor,room,zone,equipment_id,temperature_c,pressure_bar,vibration_mm_s,power_kw,humidity_pct,temp_status,pressure_status,vibration_status,power_status,humidity_status,is_anomaly
2026-04-07 13:54:48.587662,B1,1,201,South,HVAC_1,23.164808411020594,2.294457030727603,1.2156710196975251,20.400624842138825,39.624718662324646,Yellow,Green,Green,Yellow,Yellow,1
2026-04-07 13:59:48.587662,B1,4,ServerRoom,North,HVAC_2,22.02535731153605,3.1230105779230346,1.075705081163645,10.702182539775013,47.24961065013032,Yellow,Yellow,Green,Red,Green,1
2026-04-07 14:04:48.587662,B1,2,102,South,HVAC_2,20.877609726733755,2.594367597775491,1.2707937653484676,19.360358774588484,40.57856773603675,Yellow,Green,Green,Green,Green,1
2026-04-07 14:09:48.587662,B2,5,102,East,HVAC_2,20.56029791447441,2.354727405717488,1.258860572601201,16.65075474573367,32.388635579357576,Yellow,Green,Green,Green,Yellow,1
2026-04-07 14:14:48.587662,B2,3,ServerRoom,South,PUMP_1,19.64911616696889,2.268068111717337,0.928847725067894,19.826059130462436,45.37698091195557,Green,Green,Green,Green,Green,0
2026-04-07 14:19:48.587662,B2,5,201,West,HVAC_1,21.622402141495257,2.411937656419389,1.0584353832641749,12.889812360118468,40.04539590212372,Yellow,Green,Green,Yellow,Green,1
2026-04-07 14:24:48.587662,B2,5,202,North,HVAC_1,18.13321501276148,3.128386562626553,1.2565187843312713,13.604513867725352,52.30296724222416,Yellow,Yellow,Green,Yellow,Yellow,1
2026-04-07 14:29:48.587662,B2,2,101,North,HVAC_1,20.4786028855985,1.8843284904902755,1.0177599850282797,15.907351157655706,28.75769991336979,Green,Yellow,Green,Yellow,Red,1
2026-04-07 14:34:48.587662,B2,1,101,North,HVAC_1,24.429077066558985,2.31867954599063,1.6706324231962757,15.544528703661564,40.607431695551504,Yellow,Green,Yellow,Yellow,Green,1
2026-04-07 14:39:48.587662,B1,2,201,North,PUMP_1,22.26784672771879,2.7157402799632435,1.3682367307859322,19.844737328460763,45.24390119705558,Yellow,Green,Green,Green,Green,1
2026-04-07 14:44:48.587662,B2,5,MechanicalRoom,East,PUMP_1,20.442619553911964,2.631460082119814,0.8031701852329718,20.75367749036836,48.75565335379648,Green,Green,Yellow,Yellow,Green,1
2026-04-07 14:49:48.587662,B2,1,102,East,PUMP_1,21.476034094894484,2.463585997007084,1.208553928437957,17.920205106750103,42.557426343023934,Yellow,Green,Green,Green,Green,1
2026-04-07 14:54:48.587662,B2,5,101,West,HVAC_2,23.322048313106507,2.9021041574622206,1.4860672194764444,20.88667714796726,38.92324941686897,Yellow,Yellow,Green,Yellow,Yellow,1
2026-04-07 14:59:48.587662,B2,3,ServerRoom,West,HVAC_1,28.19695321173463,2.6905103171738283,0.900637556747428,21.80586086611225,48.06866467116392,Red,Green,Green,Yellow,Green,1
2026-04-07 15:04:48.587662,B2,1,101,East,HVAC_1,21.808659023280143,2.3541647988733434,0.7736588963002196,23.979885999008133,38.63374955166793,Yellow,Green,Yellow,Yellow,Yellow,1
2026-04-07 15:09:48.587662,B1,3,201,West,HVAC_1,18.155339295928886,2.6973916324880616,1.0673064318886598,16.20697806205219,52.294257587685465,Yellow,Green,Green,Green,Yellow,1
2026-04-07 15:14:48.587662,B1,4,ServerRoom,South,PUMP_1,20.653959594992408,1.968348669235643,0.9003389151071397,17.724361604965853,44.498989211510654,Yellow,Yellow,Green,Green,Green,1
2026-04-07 15:19:48.587662,B1,2,101,East,HVAC_1,25.01066988304263,2.4691299947556185,1.5425591562033405,11.454700073670322,28.215038449932795,Red,Green,Yellow,Red,Red,1
2026-04-07 15:24:48.587662,B2,5,202,East,PUMP_1,21.37014281753212,2.2247808300109777,1.3475971856825395,26.32621264046182,46.76774046318149,Yellow,Green,Green,Red,Green,1
2026-04-07 15:29:48.587662,B2,1,101,East,HVAC_1,19.201429441397856,2.589887726480688,1.2495704004629355,19.6614312791868,50.96848949626186,Yellow,Green,Green,Green,Yellow,1
2026-04-07 15:34:48.587662,B2,5,201,North,PUMP_1,20.183941853213963,2.455463422899626,1.314727086658031,19.706003295847218,44.06117052909365,Green,Green,Green,Green,Green,0
2026-04-07 15:39:48.587662,B1,5,ServerRoom,South,HVAC_1,19.61249218109027,2.555335303580733,1.2519316180610274,17.260938886258216,52.96342544939906,Green,Green,Green,Green,Yellow,1
2026-04-07 15:44:48.587662,B2,2,202,West,PUMP_1,23.71449658082099,2.412891510890849,1.2910013045786852,18.45375936739579,44.2486036340168,Yellow,Green,Green,Green,Green,1
2026-04-07 15:49:48.587662,B1,4,ServerRoom,North,HVAC_2,23.50790969966251,2.757238161917273,1.1109590804836953,14.918635068599116,34.19250062173053,Yellow,Green,Green,Yellow,Yellow,1
2026-04-07 15:54:48.587662,B2,4,102,North,PUMP_1,24.93225232655248,2.6513904939574915,1.272238628558778,12.139066076127104,44.04071039553271,Yellow,Green,Green,Yellow,Green,1
2026-04-07 15:59:48.587662,B1,2,ServerRoom,West,PUMP_1,22.850490187471607,2.2454641936821824,1.0562117189625848,17.898445707969515,48.53901941827716,Yellow,Green,Green,Green,Green,1
2026-04-07 16:04:48.587662,B1,3,MechanicalRoom,East,HVAC_1,23.92609648134825,2.318942347378762,1.6525373562731065,15.16745503591085,46.09277132983826,Yellow,Green,Yellow,Yellow,Green,1
2026-04-07 16:09:48.587662,B1,4,201,North,HVAC_1,18.92322147546015,2.311288496237782,0.9691557849530872,12.393826645885571,51.35465444546658,Yellow,Green,Green,Yellow,Yellow,1
2026-04-07 16:14:48.587662,B1,3,201,East,PUMP_1,20.663459697042217,2.3636348813162806,1.2135047350468628,15.792669652555023,58.9178255347406,Yellow,Green,Green,Yellow,Yellow,1
2026-04-07 16:19:48.587662,B1,2,ServerRoom,South,HVAC_2,20.89543235794868,2.687649774149124,1.3143522656048332,17.951182990324874,57.93378063769941,Yellow,Green,Green,Green,Yellow,1
2026-04-07 16:24:48.587662,B2,5,ServerRoom,South,HVAC_1,22.708899507352363,2.0636484513874467,1.1498950616347725,17.297503556749774,51.63826844218495,Yellow,Yellow,Green,Green,Yellow,1
2026-04-07 16:29:48.587662,B1,3,MechanicalRoom,South,HVAC_2,19.39893756837904,2.602947782191201,1.215608447237974,15.969516900854558,51.85073864153661,Yellow,Green,Green,Yellow,Yellow,1
2026-04-07 16:34:48.587662,B1,1,201,West,PUMP_1,23.30235904109214,2.539259952195584,1.6579588287900902,14.179036631612206,43.30072540898502,Yellow,Green,Yellow,Yellow,Green,1
2026-04-07 16:39:48.587662,B1,3,101,East,HVAC_1,21.092919689811,2.8002565796878884,1.0726817856738424,16.377215290180903,42.53206820518667,Yellow,Yellow,Green,Green,Green,1
2026-04-07 16:44:48.587662,B2,5,201,South,HVAC_1,25.518931399725307,2.46097166346416,1.0313515766380892,15.79664164734396,54.529331652546695,Red,Green,Green,Yellow,Yellow,1
2026-04-07 16:49:48.587662,B2,4,MechanicalRoom,East,HVAC_1,19.92353634098335,2.739317121368257,1.1789355332790057,20.133364865456624,44.9065826672156,Green,Green,Green,Yellow,Green,1
2026-04-07 16:54:48.587662,B2,3,ServerRoom,East,HVAC_1,19.36910914018984,2.3985321791036207,1.296346567431573,14.625337144109809,58.5088444385249,Yellow,Green,Green,Yellow,Yellow,1
2026-04-07 16:59:48.587662,B1,2,201,South,HVAC_1,24.46876057949948,2.497800483694998,1.3032590643743656,13.280688357935578,32.780793594588616,Yellow,Green,Green,Yellow,Yellow,1
2026-04-07 17:04:48.587662,B1,5,MechanicalRoom,North,HVAC_2,26.83595072504685,2.6449538535870376,1.0003452939751192,16.640796083461996,43.77938118782153,Red,Green,Green,Green,Green,1
2026-04-07 17:09:48.587662,B2,5,202,South,PUMP_1,18.21728056883846,2.486049216230585,1.239524708977134,13.18301295142065,45.55346938434714,Yellow,Green,Green,Yellow,Green,1
2026-04-07 17:14:48.587662,B2,3,101,North,HVAC_2,19.35647401388097,2.528449670020194,1.196584501920949,18.070081804589137,43.32228133723238,Yellow,Green,Green,Green,Green,1
2026-04-07 17:19:48.587662,B1,2,201,East,PUMP_1,18.46571102700621,2.322623673382045,1.1635135448541336,17.124592033940228,58.81839815129208,Yellow,Green,Green,Green,Yellow,1
2026-04-07 17:24:48.587662,B1,2,MechanicalRoom,East,PUMP_1,18.54003040051738,2.0465156918180663,1.4598643993185203,18.640173733780543,55.60849219545477,Yellow,Yellow,Green,Green,Yellow,1
2026-04-07 17:29:48.587662,B2,2,202,South,HVAC_1,24.672299792570875,2.6394735684421637,1.297738242404675,22.664819457051195,53.12033659773725,Yellow,Green,Green,Yellow,Yellow,1
2026-04-07 17:34:48.587662,B2,2,ServerRoom,East,HVAC_1,23.20331938585148,2.235363063215996,1.2286804948319048,14.996409443231084,41.718821367073005,Yellow,Green,Green,Yellow,Green,1
2026-04-07 17:39:48.587662,B2,2,202,North,HVAC_2,20.21460093220801,2.084815051480471,0.5813097533725916,15.155181254413367,37.65898113859851,Green,Yellow,Yellow,Yellow,Yellow,1
2026-04-07 17:44:48.587662,B1,5,ServerRoom,West,HVAC_2,21.820591907300123,1.94377009185304,1.1898383693836074,17.145316600620696,56.8453195519798,Yellow,Yellow,Green,Green,Yellow,1
2026-04-07 17:49:48.587662,B2,2,ServerRoom,East,HVAC_1,24.98480692750904,2.7893952116144,1.034202192002904,22.06692253472898,43.67517558451811,Yellow,Green,Green,Yellow,Green,1
2026-04-07 17:54:48.587662,B1,2,202,South,HVAC_2,18.79443357858344,2.749923427387633,1.393420605681717,15.457778540968098,42.891253142505455,Yellow,Green,Green,Yellow,Green,1
2026-04-07 17:59:48.587662,B2,5,202,East,HVAC_1,20.450106777483462,2.0919001296571174,1.5891857757659014,19.31815156463376,63.05987031652779,Green,Yellow,Yellow,Green,Red,1
2026-04-07 18:04:48.587662,B1,4,MechanicalRoom,East,HVAC_1,21.529644313053883,2.505124595865177,1.231543859640028,19.76043185617394,40.12832655469114,Yellow,Green,Green,Green,Green,1
2026-04-07 18:09:48.587662,B2,1,MechanicalRoom,South,HVAC_1,23.055822111954328,2.405763242944861,1.264093588866617,17.641264260315843,54.78289283923132,Yellow,Green,Green,Green,Yellow,1
2026-04-07 18:14:48.587662,B2,4,101,South,HVAC_2,19.929667271869185,2.3376076092841385,1.1077693824061483,18.21793780888276,46.4076932113098,Green,Green,Green,Green,Green,0
2026-04-07 18:19:48.587662,B1,2,201,South,HVAC_1,23.340385138548047,2.808252163530718,0.9075795264249048,23.114576685773585,54.64197608734093,Yellow,Yellow,Green,Yellow,Yellow,1
2026-04-07 18:24:48.587662,B1,1,101,East,PUMP_1,22.576907938935264,2.679858750130835,1.0925584756089417,17.058373131016424,53.33523512406091,Yellow,Green,Green,Green,Yellow,1
2026-04-07 18:29:48.587662,B2,4,MechanicalRoom,West,HVAC_1,19.820716699519465,2.439816408357376,1.3727792600929818,18.079442275373864,45.211225950080674,Green,Green,Green,Green,Green,0
2026-04-07 18:34:48.587662,B2,5,ServerRoom,West,PUMP_1,18.57990770970193,2.428720761305944,1.1995097885592787,16.247212613985237,39.075661391093405,Yellow,Green,Green,Green,Yellow,1
2026-04-07 18:39:48.587662,B2,3,201,South,HVAC_1,25.344989182379784,2.374174619924941,1.5128222588579785,17.980760935316876,58.098078746418736,Red,Green,Yellow,Green,Yellow,1
2026-04-07 18:44:48.587662,B2,3,201,East,HVAC_1,20.308992184556136,2.4008948508298253,1.0480627925904051,16.063666740727363,39.22727140641398,Green,Green,Green,Green,Yellow,1
2026-04-07 18:49:48.587662,B2,4,202,North,HVAC_1,24.16873144722161,2.9269320154667886,0.9359877332496608,19.74613111720205,40.120189177819015,Yellow,Yellow,Green,Green,Green,1
2026-04-07 18:54:48.587662,B1,1,ServerRoom,East,HVAC_1,21.14207062271719,2.560842259321203,1.042965728674377,14.095533556735468,42.87096667552759,Yellow,Green,Green,Yellow,Green,1
2026-04-07 18:59:48.587662,B2,2,102,South,HVAC_1,21.09218171716241,2.7576085314177945,1.267278270044974,19.25278342813036,48.72422359316022,Yellow,Green,Green,Green,Green,1
2026-04-07 19:04:48.587662,B2,1,MechanicalRoom,East,HVAC_1,24.704589505328503,1.858005107263588,1.044999122654195,18.08311568460213,47.52875623663458,Yellow,Yellow,Green,Green,Green,1
2026-04-07 19:09:48.587662,B1,4,202,North,HVAC_2,25.21091980257748,2.8629749498984496,0.9868990395934852,16.541627462456795,30.41001032076896,Red,Yellow,Green,Green,Yellow,1
2026-04-07 19:14:48.587662,B2,5,202,East,HVAC_2,21.52974513159877,2.769472395968122,1.3792749279854684,20.431325936299203,34.905262517356945,Yellow,Green,Green,Yellow,Yellow,1
2026-04-07 19:19:48.587662,B2,5,202,East,HVAC_1,20.531433316464845,2.515871161188788,1.1388309143276456,19.747670982092657,56.0623198064789,Yellow,Green,Green,Green,Yellow,1
2026-04-07 19:24:48.587662,B2,2,201,West,HVAC_2,19.191187898083356,1.8911107319750384,0.7611528026707206,22.210941827403296,45.577081906082086,Yellow,Yellow,Yellow,Yellow,Green,1
2026-04-07 19:29:48.587662,B1,4,102,South,HVAC_1,25.8568411457506,2.672404071280259,1.0782978115568014,14.117056127181192,49.19466014994322,Red,Green,Green,Yellow,Green,1
2026-04-07 19:34:48.587662,B2,3,202,East,HVAC_1,24.72528410197268,2.156023945149266,1.4249574956124584,20.55416706346322,54.108130991040895,Yellow,Yellow,Green,Yellow,Yellow,1
2026-04-07 19:39:48.587662,B2,1,102,North,HVAC_1,25.363664938664808,2.977331511811398,1.3125393311161464,18.171991875099472,37.37222365230459,Red,Yellow,Green,Green,Yellow,1
2026-04-07 19:44:48.587662,B2,5,MechanicalRoom,North,HVAC_1,24.93579667024377,2.7320711859287767,1.005099606518287,15.888700436490794,33.301480231194965,Yellow,Green,Green,Yellow,Yellow,1
2026-04-07 19:49:48.587662,B2,5,ServerRoom,North,PUMP_1,23.459347153086654,2.0525781937661964,1.1659989528748496,18.42302628589484,51.724870234615,Yellow,Yellow,Green,Green,Yellow,1
2026-04-07 19:54:48.587662,B1,5,101,West,PUMP_1,21.457701547456608,2.492428709912718,1.6043890201506847,16.16930386638026,53.00658384101444,Yellow,Green,Yellow,Green,Yellow,1
2026-04-07 19:59:48.587662,B2,2,MechanicalRoom,South,PUMP_1,22.413694441102685,2.867012783016257,1.3247530438796065,12.709862622311944,45.07718782375457,Yellow,Yellow,Green,Yellow,Green,1
2026-04-07 20:04:48.587662,B2,3,201,East,PUMP_1,19.497778109647488,2.310088491999652,1.11057277872535,16.164865596818025,54.14132682789445,Yellow,Green,Green,Green,Yellow,1
2026-04-07 20:09:48.587662,B1,4,201,West,HVAC_2,21.17182313530687,2.2645287383231314,1.2207392250563152,15.400603592129578,53.97504701265704,Yellow,Green,Green,Yellow,Yellow,1
2026-04-07 20:14:48.587662,B1,5,MechanicalRoom,East,PUMP_1,23.63565053061864,2.280296592779278,1.2321402306964455,18.297861962639328,47.72195562233305,Yellow,Green,Green,Green,Green,1
2026-04-07 20:19:48.587662,B1,5,201,South,HVAC_1,18.94817640001133,2.653581474596048,1.3290693243007228,14.602735261630745,42.804707707328966,Yellow,Green,Green,Yellow,Green,1
2026-04-07 20:24:48.587662,B2,5,ServerRoom,East,HVAC_1,18.777960952430824,2.649827700578651,1.0854335613754529,14.971593346035451,47.190262911470654,Yellow,Green,Green,Yellow,Green,1
2026-04-07 20:29:48.587662,B2,5,102,North,HVAC_1,20.29666826773581,2.183196605355292,1.0614041750810204,17.344781027127606,52.55225526380588,Green,Yellow,Green,Green,Yellow,1
2026-04-07 20:34:48.587662,B2,1,MechanicalRoom,North,HVAC_2,20.5226475803296,2.8479026275939217,1.3759345917435977,15.971736133989635,31.04833834904533,Yellow,Yellow,Green,Yellow,Yellow,1
2026-04-07 20:39:48.587662,B2,5,ServerRoom,West,HVAC_2,20.18653885675573,3.155866566234666,0.9377241137219712,17.702495447366182,42.28096385687105,Green,Yellow,Green,Green,Green,1
2026-04-07 20:44:48.587662,B1,3,MechanicalRoom,North,HVAC_2,21.352393445901345,2.461279002110101,1.1944763611971214,21.686289116275017,52.573178406542,Yellow,Green,Green,Yellow,Yellow,1
2026-04-07 20:49:48.587662,B1,2,ServerRoom,West,HVAC_2,20.14718477332112,2.596708616599724,0.8598948982079908,16.728258026367794,60.02083818039175,Green,Green,Yellow,Green,Red,1
2026-04-07 20:54:48.587662,B1,4,MechanicalRoom,North,PUMP_1,22.067746364467872,2.604976664141522,1.4111920582206607,19.29068321127569,50.07391063044325,Yellow,Green,Green,Green,Yellow,1
2026-04-07 20:59:48.587662,B1,1,202,South,HVAC_2,20.35487209717209,2.82076455831254,0.968710329161056,21.834772821819108,37.06957513345853,Green,Yellow,Green,Yellow,Yellow,1
2026-04-07 21:04:48.587662,B1,5,102,North,HVAC_1,19.515046912636567,2.051220705010093,1.1836816968872963,18.88348278159179,42.44681810427713,Green,Yellow,Green,Green,Green,1
2026-04-07 21:09:48.587662,B1,4,202,West,HVAC_2,20.73103078891805,1.9261136428677013,1.0746177447227976,13.98939004074379,37.43157899142648,Yellow,Yellow,Green,Yellow,Yellow,1
2026-04-07 21:14:48.587662,B1,5,MechanicalRoom,West,HVAC_2,23.667959404977783,2.3672186225173557,1.1075978002879396,17.15599776680322,41.43618019158425,Yellow,Green,Green,Green,Green,1
2026-04-07 21:19:48.587662,B1,5,201,North,HVAC_1,22.598013003068434,2.175550583690619,1.0350406781922583,19.30420069021178,40.608524251962685,Yellow,Yellow,Green,Green,Green,1
2026-04-07 21:24:48.587662,B1,5,102,West,HVAC_1,22.41560579247465,2.064661407135394,1.1012193870539095,23.243101457333047,39.15475590863023,Yellow,Yellow,Green,Yellow,Yellow,1
2026-04-07 21:29:48.587662,B1,2,MechanicalRoom,West,HVAC_2,22.46134550804905,2.419664016237271,1.077446215468008,13.79434283119904,46.30514012826541,Yellow,Green,Green,Yellow,Green,1
2026-04-07 21:34:48.587662,B1,5,MechanicalRoom,East,PUMP_1,26.549387506548435,2.11012241315882,1.4226647617005903,19.69925904431156,42.02038867448492,Red,Yellow,Green,Green,Green,1
2026-04-07 21:39:48.587662,B1,4,MechanicalRoom,East,PUMP_1,23.89537973949965,2.649032210361419,1.042368375078125,13.806571720928495,46.6750201143454,Yellow,Green,Green,Yellow,Green,1
2026-04-07 21:44:48.587662,B2,5,201,West,HVAC_1,20.21508470406402,2.519154656617313,1.0539808840308773,18.352228921936057,28.640043788934555,Green,Green,Green,Green,Red,1
2026-04-07 21:49:48.587662,B1,2,102,North,PUMP_1,23.999014553089854,2.080763858633514,0.8259028614920625,12.218365365545086,56.64778466491151,Yellow,Yellow,Yellow,Yellow,Yellow,1
2026-04-07 21:54:48.587662,B2,3,102,East,HVAC_2,19.66551543043129,2.776834852307616,1.1637766404194474,19.995491899507368,42.51890183779062,Green,Green,Green,Green,Green,0
2026-04-07 21:59:48.587662,B1,4,201,East,PUMP_1,25.819486030221302,1.9983951748087851,1.3630948601003827,20.018690430347853,44.648120247638005,Red,Yellow,Green,Yellow,Green,1
2026-04-07 22:04:48.587662,B2,2,102,North,HVAC_1,26.451737353914304,2.549967768877847,0.8264320331264138,18.61398104928257,43.212624837239424,Red,Green,Yellow,Green,Green,1
2026-04-07 22:09:48.587662,B1,3,102,West,HVAC_1,18.935633341033324,2.8494466847638416,1.207763873157714,14.870013272159635,44.62633128162992,Yellow,Yellow,Green,Yellow,Green,1
2026-04-07 22:14:48.587662,B2,4,101,West,HVAC_1,19.280908850907835,3.0434628756734057,1.626905927039959,17.805899866949098,31.18076853436197,Yellow,Yellow,Yellow,Green,Yellow,1
2026-04-07 22:19:48.587662,B2,5,202,East,HVAC_2,25.84861101937764,2.6765735759195706,1.3821421251435408,19.62888195270184,49.477040730625006,Red,Green,Green,Green,Green,1
2026-04-07 22:24:48.587662,B2,1,101,East,PUMP_1,21.504258603684693,2.5443039117594566,1.4447167042588236,21.15882298714413,39.68986078403994,Yellow,Green,Green,Yellow,Yellow,1
2026-04-07 22:29:48.587662,B2,2,202,East,HVAC_1,22.79210039039403,2.915042160957196,0.9412024107898446,19.43901171777537,42.35730767070654,Yellow,Yellow,Green,Green,Green,1
2026-04-07 22:34:48.587662,B1,5,202,West,PUMP_1,23.74436725054073,2.584630016021801,1.4696599198220737,17.050694057508206,26.74391018599996,Yellow,Green,Green,Green,Red,1
2026-04-07 22:39:48.587662,B2,1,101,East,HVAC_2,22.98476446313016,2.8901577505027944,1.3011078273250103,19.328600164668604,61.01781289981923,Yellow,Yellow,Green,Green,Red,1
2026-04-07 22:44:48.587662,B1,4,MechanicalRoom,West,HVAC_2,20.67551041453269,2.858297416945417,1.153225579044877,13.720216034952484,48.987317224076,Yellow,Yellow,Green,Yellow,Green,1
2026-04-07 22:49:48.587662,B2,3,102,North,PUMP_1,20.446969955792355,2.048455111508038,1.1442625820389287,20.01285767998209,38.04565413689175,Green,Yellow,Green,Yellow,Yellow,1
2026-04-07 22:54:48.587662,B2,5,202,East,HVAC_2,20.840750653357382,2.102330025881571,1.1280143490462629,20.03681317270664,39.78229174123524,Yellow,Yellow,Green,Yellow,Yellow,1
2026-04-07 22:59:48.587662,B2,2,101,North,HVAC_1,21.38673324415037,2.876765690901037,1.1965561469544232,13.736992493405456,50.21180517055619,Yellow,Yellow,Green,Yellow,Yellow,1
2026-04-07 23:04:48.587662,B1,2,201,North,PUMP_1,20.69840604950758,2.835770994022029,1.286245360979059,21.509725353472383,25.70751370998048,Yellow,Yellow,Green,Yellow,Red,1
2026-04-07 23:09:48.587662,B1,5,201,East,HVAC_2,25.910843921429176,2.5662238170763434,1.5937916369393332,18.356215792803127,42.567268870673765,Red,Green,Yellow,Green,Green,1
2026-04-07 23:14:48.587662,B1,4,101,South,HVAC_2,20.06836575413409,2.064950975872034,1.006104509409827,18.20567063965257,38.85216875462377,Green,Yellow,Green,Green,Yellow,1
2026-04-07 23:19:48.587662,B1,4,ServerRoom,North,HVAC_2,20.50755182700854,2.9133969541705853,1.3139141614724483,16.07838276079079,45.05557663123504,Yellow,Yellow,Green,Green,Green,1
2026-04-07 23:24:48.587662,B1,3,202,South,HVAC_1,24.340911918658364,2.1924477943233454,1.2661216167808318,16.82407466367684,50.74378652929398,Yellow,Yellow,Green,Green,Yellow,1
2026-04-07 23:29:48.587662,B1,1,202,West,HVAC_2,21.42674692501741,2.136850277416267,1.5027244441210723,15.571907175266997,41.1722412289842,Yellow,Yellow,Yellow,Yellow,Green,1
2026-04-07 23:34:48.587662,B2,5,MechanicalRoom,South,PUMP_1,25.122685452453837,2.5783415501326816,1.3889173920263378,18.57082374117642,35.92295613059998,Red,Green,Green,Green,Yellow,1
2026-04-07 23:39:48.587662,B1,4,202,West,HVAC_2,24.137458110263932,2.5221970883357825,1.2383423511482852,15.678253173037271,34.99570565770944,Yellow,Green,Green,Yellow,Yellow,1
2026-04-07 23:44:48.587662,B2,2,202,South,HVAC_1,20.60561943815853,2.695439178685114,1.5249532006392952,17.67468197255318,51.62898693862352,Yellow,Green,Yellow,Green,Yellow,1
2026-04-07 23:49:48.587662,B2,5,201,South,HVAC_1,20.227557199189853,2.795615504981656,1.189664087198396,23.41159343262388,51.57055397965753,Green,Green,Green,Yellow,Yellow,1
2026-04-07 23:54:48.587662,B1,5,MechanicalRoom,West,PUMP_1,19.855124942674088,2.375159465045348,1.2776855836343772,14.42636801256599,48.78977677841159,Green,Green,Green,Yellow,Green,1
2026-04-07 23:59:48.587662,B2,4,202,East,HVAC_2,21.5738228421299,2.3888650570681724,1.1698636089760197,22.845912072887103,39.425036354095504,Yellow,Green,Green,Yellow,Yellow,1
2026-04-08 00:04:48.587662,B1,3,MechanicalRoom,East,HVAC_1,22.2881726520341,2.5989615104509296,1.2148273713684878,17.42629307517873,41.47236968720328,Yellow,Green,Green,Green,Green,1
2026-04-08 00:09:48.587662,B1,4,202,North,PUMP_1,22.996951884948125,2.287154912166701,1.22260302385815,20.94827640631644,34.88152031371104,Yellow,Green,Green,Yellow,Yellow,1
2026-04-08 00:14:48.587662,B2,1,202,East,HVAC_2,20.88767132437297,3.2048928335022526,1.260917760760528,18.751777410853027,41.124212168837374,Yellow,Yellow,Green,Green,Green,1
2026-04-08 00:19:48.587662,B2,5,202,South,HVAC_2,19.874263929093484,2.590356297138205,0.7233424335883016,17.379336137951398,47.51529823556162,Green,Green,Yellow,Green,Green,1
2026-04-08 00:24:48.587662,B1,4,202,North,PUMP_1,23.595708764650404,2.232104753698925,1.3236848278872413,20.223270953354803,35.300085118168795,Yellow,Green,Green,Yellow,Yellow,1
2026-04-08 00:29:48.587662,B2,5,ServerRoom,West,HVAC_2,19.84986721718852,2.567817655156882,1.3225857502048204,16.452538014861968,50.174822501439074,Green,Green,Green,Green,Yellow,1
2026-04-08 00:34:48.587662,B1,3,MechanicalRoom,North,HVAC_1,19.791770650071182,2.229539501235556,1.3213819089445662,13.253362240210748,37.24503696874215,Green,Green,Green,Yellow,Yellow,1
2026-04-08 00:39:48.587662,B1,3,MechanicalRoom,North,PUMP_1,21.166410112323565,2.951847116190116,1.2562045294576265,14.974707126270363,56.95210095145335,Yellow,Yellow,Green,Yellow,Yellow,1
2026-04-08 00:44:48.587662,B2,1,102,West,PUMP_1,21.51758526530272,2.8504031540241908,1.5716044097711324,17.518809111219948,47.31307287605375,Yellow,Yellow,Yellow,Green,Green,1
2026-04-08 00:49:48.587662,B1,3,202,East,HVAC_1,24.2690405471068,2.758320663057131,1.0822557130156034,18.937373971789523,48.10099430448794,Yellow,Green,Green,Green,Green,1
2026-04-08 00:54:48.587662,B2,5,MechanicalRoom,West,HVAC_1,23.794613578653752,2.6494357727301177,0.9537568874606898,19.45121978418022,41.51598584472865,Yellow,Green,Green,Green,Green,1
